Review_Text,Posted_Date,Rating,Average_Rating,Num_of_Ratings,Helpfulness,Reviewer,Review Title,Link,Rating_Distribution,Rating_of_Performance,Rating_of_Story
Super moving story Transporting and feel good for sure I dont know what I expected but this was a million times better,02-08-24,5,4.6,8793,0,sheliathan,Fantastic and Whimsical,https://www.audible.com/pd/Piranesi-Audiobook/1526622416,"6171,1735,627,158,102","6750,722,136,17,20","5284,1528,534,166,109"
"Well researched and wonderfully read, beautiful content , fun to listen to Great for any age",06-07-23,5,4.8,15816,0,William H Fiege,Entertaining  informative,https://www.audible.com/pd/Mythos-Audiobook/1452184712,"13221,2023,412,103,57","12845,591,94,22,24","11280,1776,342,62,45"
"Everyone has heard of this book, or maybe the movie that was based on it But, I had never read it before I didnt know that Truman Capote was from Alabama and a childhood friend of Harper Lee To Kill a Mockingbird And, that she helped with the research and interviews some have wondered if she helped with some of the writing This book was significant because it was based on a real crime and was written as if it was a summary of the actual events leading up to and after the crime from the perspective of the killers, the townspeople, the investigators, and the trial It is accurate overall, but Capote makes up some of the conversations and many of the locals felt misquoted It started a new genre of historical fiction embellishes and expands on an event The Clutter family was prominent in the community and ran a very profitable large farm They were known for their generosity towards their workers up to 18 hands worked there at times, as well as to others And, he was known in the community for never carrying anything but very minimal cash, paying for everything by check lest there ever be an IRS audit They were strong churchgoers and they seemed to be the last family that something like this would happen to, but in the middle of one November night in 1959, two men entered through the unlocked back door thinking that there was a safe with a lot of money for the taking They were also determined to leave no witnesses and killed all four family members with shotgun blasts to the head We know the story, the killers, and why they did it from almost the beginning of the book, but the author manages to keep our interest all the way to the end without the benefit of suspense It is graphic, not leaving out any details of the murders and delves deeply into the psychology of the killers without excusing them for their actions It was not my favorite book but was nonetheless very good",12-13-19,4,4.4,15147,0,William,True Crime,https://www.audible.com/pd/In-Cold-Blood-Audiobook/B002UZJTXM,"9366,3832,1389,348,212","8883,2511,746,186,116","7954,2899,1106,296,171"
Very cool and seemingly complete story Truly enthralling Keeping track of the shifts in time between story segments was kinda tough The tech and ideas are fantastic Very good depiction of the tribulations of life on an interstellar stage,12-07-22,5,4.7,104740,0,Natalie Baggett,Very cool,https://www.audible.com/pd/We-Are-Legion-We-Are-Bob-Audiobook/B01L082HJ2,"79771,18828,4359,1086,696","82079,11698,1773,319,205","70828,18272,4757,1215,765"
Ruby Dees narration of this prolific American novel was a special gift to my soul,08-22-19,5,4.7,11650,0,Sophia C.,What a great honoring of an American classic,https://www.audible.com/pd/Their-Eyes-Were-Watching-God-Audiobook/B002UZN75I,"8885,1956,563,123,123","8799,859,235,61,64","7492,1741,552,119,89"
lol a alikkkkklillka saaA aaa s a hcu ha h s a j kovsa b,12-06-18,5,4.6,19674,0,MARY K W LEE,grate,https://www.audible.com/pd/And-Then-There-Were-None-Audiobook/B00ENI4SS0,"14354,3850,1128,217,125","14339,2477,657,120,91","12847,3358,1100,211,115"
"I LOVED ITIt took some consentration to follow along in the begining, All the names and places sounded alike to me at first but a few chapters into it I was HOOKEDIt took me into a whole new world It really gives you a reality check that there are other places that exist in this world than America with a Walmart and Mc Donalds on every corner It made me want to go vist Kabul and it gave me a reality check that the imigrants that we have living and working in our country may have been really humbled in order to come here They may have been big wigs in their country and now are forced to work at a seven eleven I guess it gave me a sense of compassion for those that I interact with that arent born and raised americanI also really liked unike a reviewer below that the main character was selfish So many of us are He did what he did and and I think it was a great portrayal of reality Not everyone gets that enlightened momentthe I should do this for someone else not for me feel goodmoment that we like to see in movies and booksOver all This was by far the most interesting book I have ever read listened to",05-31-06,5,4.6,20336,0,Jarrett,Amazing,https://www.audible.com/pd/The-Kite-Runner-Audiobook/B002V8H0S4,"15068,3813,957,284,214","10865,2352,673,151,109","11266,2076,546,140,128"
So much better than the new holly garbage I wasted my money on last year,03-31-24,5,4.7,62022,0,Anonymous User,This is when king was a good writer,https://www.audible.com/pd/It-Audiobook/B019WPM4ZM,"49505,9168,2208,618,523","49372,5100,1166,306,317","43523,8780,2552,668,556"
An already great story with an amazing performance by Andy Serkis as the narrator  Highly recommend this version,10-06-24,5,4.9,24676,0,Ivan,The narrator was amazing,https://www.audible.com/pd/The-Hobbit-Audiobook/1705009050,"23260,1140,193,49,34","21343,559,77,31,28","20575,1103,208,45,25"
"Michele Obama knew from childhood the importance of family and love  She also knew that she had to work to achieve her goals in life, and she did work  Her achievements all throughout her life are inspiring  Her love of her family and her parents is also inspiring  She also made me laugh several times  She is a great storyteller  I listened to all of it",05-13-19,5,4.9,181868,0,Isaak Denny's Son,"Engaging stories by a talented, hard working woman",https://www.audible.com/pd/Becoming-Audiobook/B07B3BCZ9S,"167358,11293,2099,526,592","150764,8445,1619,378,412","146729,11086,1957,499,466"
"I dont normally read such a light book, but the change of pace was nice",10-27-22,4,4.2,13940,0,Florence Murray,Very light read,https://www.audible.com/pd/Her-Royal-Spyness-Audiobook/B003VW6KU8,"6726,4736,1834,421,223","8541,2702,847,192,130","5507,4239,1989,439,196"
"The book is a lively retelling of Greek myths with some fun facts thrown in, like constellations and planets named after the Greek deities The author puts a modern spin on the myths He acknowledges the weirdness of some of the myths, like Zeus marrying his sister Hera Its funny to have those thoughts verbalized whereas other books are a straight telling of the myths",05-02-20,5,4.8,15816,1,A. Yoshida,Modern Spin on Greek Myths,https://www.audible.com/pd/Mythos-Audiobook/1452184712,"13221,2023,412,103,57","12845,591,94,22,24","11280,1776,342,62,45"
"I thought this book was AWESOME I had a hard time stopping it, when I had to take a break Ray Porter did an absolutely amazing job",06-14-22,5,4.9,182379,0,Sheena,Most Excellent,https://www.audible.com/pd/Project-Hail-Mary-Audiobook/B08G9PRS1K,"162833,15895,2619,672,360","156733,7989,1298,287,227","145112,16872,2818,763,416"
This is by far the best autobiography I have ever read Lawrence Fishburns voice was a perfect fit to read this audiobook,05-07-22,5,4.9,12456,0,Joi,Must Read,https://www.audible.com/pd/The-Autobiography-of-Malcolm-X-Audiobook/B084YVRDJX,"11448,806,148,28,26","10695,327,41,7,10","10131,713,140,20,16"
the book is too feminine for my taste sorry Im sure its a good one for others though,04-18-24,1,4.7,561,0,aaron,fem,https://www.audible.com/pd/The-Fault-in-Our-Stars-Audiobook/B09VQ572P3,"459,76,17,3,6","408,49,3,1,4","395,47,14,4,4"
I was so invested in this story and thought it was told exceptionally well I typically only listen to autobiographical books but this is fantastic,02-19-24,5,4.8,42900,0,Anonymous User,I loved this book so much,https://www.audible.com/pd/The-Boys-in-the-Boat-Audiobook/B00D3PBYAE,"37077,4598,905,188,132","33970,3890,702,138,102","34008,3562,826,177,112"
I had so much fun listening to this book Loved the humorous parts and the narrator is the best Definitely recommend this book,09-25-19,5,4.7,15885,0,lina,Love it,https://www.audible.com/pd/The-Mystwick-School-of-Musicraft-Audiobook/B07MT4MTGP,"12241,2785,628,123,108","12353,1605,321,55,61","10595,2743,765,147,92"
"Laughed and cried intelligently written and beautifully performed Carey Mulligan takes you on an emotional roller coaster, and youll love and hate the ride",01-25-19,5,4.3,11677,0,A. Rodriguez,Surprisingly awesome for a play on audio,https://www.audible.com/pd/Girls-Boys-Audiobook/B07DL1VSHB,"7393,2086,926,479,793","8712,1006,470,215,428","6445,2152,926,480,764"
"Tim OBrien does more then tell a story here He is able to give you the feeling of being there in both the descriptive nature of his words and the emotions it conjurers within I got the sense of how heavy and traumatic some of situations were I do have to warn you, if you are looking for a romanticized version of war this is not the book for you All of the questionabledisturbing actions of some of the soldiers to acts of heroism are on full display At times the graphic nature can be disturbing  OBrien begins this journey when he receives his draft notice, continues on thru the war and concludes his story a few decades after the warBryan Cranston brings these characters to life He truly does justice to Tim OBriens work with his ability to fully emerge you into this world You will feel all the burdens, decisions, losses, and triumphs Cranstons performance is everything you would expect from an actor of his caliber",10-17-13,5,4.3,13189,26,Ron,More then a War Story,https://www.audible.com/pd/The-Things-They-Carried-Audiobook/B00FFHJXSI,"7592,3456,1448,420,273","8759,2130,620,151,106","6647,2990,1357,440,297"
Sapiens was a thoughtprovoking read on a topic of extremely high importance where we have been and where we might be going as a species It deftly walked the line between being provocative and being inaccurate I highly recommend giving it a read,08-08-18,5,4.7,56033,0,Charissa Talsma,Interesting and Important,https://www.audible.com/pd/Sapiens-Audiobook/B0741G911Q,"45042,7848,1980,631,532","39888,6212,1299,264,226","37827,6836,1827,538,540"
Its like being transported back in time to world of high society and proper decorum and still riveting,02-16-23,5,4.8,41510,0,Kris,Such a fantastic story,https://www.audible.com/pd/Pride-and-Prejudice-Audiobook/B016LN23CC,"36386,3643,946,279,256","32778,3374,791,206,181","32743,3059,898,260,201"
"An incredible account of Davids life and journey Im not sure what I was expecting, but it was way more than what I expectedIll be sharing it with my teenage sons",06-25-19,5,4.9,202151,0,Paul Thoma,Incredible Story,https://www.audible.com/pd/Cant-Hurt-Me-Audiobook/B07KKMNZCH,"185310,11912,2805,1015,1109","162302,11660,2759,845,968","165404,8760,2170,769,833"
The story spectacular  The narration perfect  I have listened now 3 times  Will now put aside but I will return to Circes world,02-14-22,5,4.7,54757,0,Heather Ross,Fantastic,https://www.audible.com/pd/Circe-Audiobook/B0794BXZBF,"42989,8803,2159,494,312","43762,4431,816,203,134","37805,8286,2189,532,302"
"This book really makes you think if this could happen in the near future  Womens rightsThe characters were great, realistic  You will not regret getting this book",05-09-17,5,4.5,36116,0,Valerie,Great storyMakes you think about our future,https://www.audible.com/pd/The-Handmaids-Tale-Special-Edition-Audiobook/B06XFW9YZ5,"24398,7248,2683,1000,787","24729,5316,1623,518,402","21863,6313,2504,957,853"
I really liked this book Was just a slower climate then Im used to Was reading it for my book club and it just wasnt grabbing me in the beginning but after a few chapters I was determined glad I did wished there was a epilogue tho,02-14-22,4,4.7,6865,0,Fudgie,Firekeepers Daughter,https://www.audible.com/pd/Firekeepers-Daughter-Audiobook/1250779510,"5424,1068,266,71,36","5137,747,178,45,27","4824,936,262,55,35"
"Im never disappointed by the Audible Originals The sounds and full cast production always make the whole experience that much more vivid This is a great story, part SciFi mostly human interaction A bit of drama, a bit of suspense but mostly just good story telling Its not Alien, folks, but its still a great listen",10-03-22,5,4.5,3030,0,Kindle Customer,Somewhat unexpected but good,https://www.audible.com/pd/The-Sea-in-the-Sky-Podcast/B08JC5J5HR,"2119,536,200,98,77","2329,355,111,47,52","1903,561,208,110,93"
