Rating,Review_Text,sentiment_score_continuous,sentiment_score_discrete,deviation,abs_deviation
3,"it was clean and the staff were friendly and helpfulthe bed was uncomfortable, the shower pressure was awful and the temperature didnt stay consistent, the bathroom felt like a caravan, outside was like a drug dealer playground and homeless people everywhere using the street as a bathroom and trying to stop you to get them things from the tesco next door",3.1,3,-0.10000000000000009,0.10000000000000009
4,"It was clean and close to station Friendly staff I knew the room would be small so no problem, only stayed for a nightNot a fan of refilled water bottles Neighborhood was a little bit noisy Some guys arguing over parking at 4 am right under our room and teens crushing bottles etc",4.099,4,-0.0990000000000002,0.0990000000000002
5,"friendly, good service, clean and breakfast was perfect,great location, very clean ,",4.902,5,0.09799999999999986,0.09799999999999986
5,"It was such a lovely hotel, ideal location the reception staff were so welcoming and friendly on arrival which to me is a big thing the hotel itself was so cosy and the room was beautiful very comfy clean beds not the biggest room but was perfect for us right next to the station would definitely recommend staying here did not disappoint",4.903,5,0.09700000000000042,0.09700000000000042
4,Location centralReceptionist needed to be more welcoming and shows more attention to customer,4.097,4,-0.09700000000000042,0.09700000000000042
5,"This is my first time to visit London and I am happy that I chose to stay at Alexandra Hotel It is very accessible from Paddington Station, just 23 minutes walk Staffs are welcoming and service is superb The room is neat and worthy for the price Plus, breakfast is also provided I will surely recommend this to my friends and this is now my gotohotel when visiting LondonNone",4.904,5,0.09600000000000009,0.09600000000000009
5,"Had 1 breakfast it was absolutely fantastic, location was perfect for sightseeing and shopping
Big large room, best bed and bed linen everBar not open on Wednesday night",4.904,5,0.09600000000000009,0.09600000000000009
4,Location is Perfect and Staff war very friendlyHeating the room and a lighting was poor And even it is a concept a cabinet is a must in a Hotel,4.096,4,-0.09600000000000009,0.09600000000000009
5,The location is perfect and easy to access Also all staffs are so friendly manner Wed love to come back and stay this hotel,4.905,5,0.09499999999999975,0.09499999999999975
4,"Breakfast very good location was quiet area,not to far from shops, theatres etcShower was cold and pressure to powerful",4.093,4,-0.09299999999999997,0.09299999999999997
5,Everything was perfect cant fault anything and the staff were amazing and very helpful Would 100 stay againNothing,4.907,5,0.09299999999999997,0.09299999999999997
4,"Terrific location, very spaciousbeds were small and the iron had rust stains on it",3.908,4,0.09200000000000008,0.09200000000000008
3,"location was excellent right beside Gloucester Road tube stationWhile the entrance and lobby are very grand the guest room, while very clean, was looking  dated and shabby with cracked tiles in the bathroom and peeling, scuffed woodwork in the bedroom The corridors smelt very damp as if the carpets were wet I was  disappointed as Ive stayed here several times before and always been very impressed",3.091,3,-0.09100000000000019,0.09100000000000019
5,"Great stay, lovely staff and super clean ",4.91,5,0.08999999999999986,0.08999999999999986
4,"Location, very accessible to tube station as well as restaurantsNo aircon initially on the given room, transfered to another room after complaining Ended up no aircon still",4.09,4,-0.08999999999999986,0.08999999999999986
4,locationroom was a bit dated and needed some tlc,4.088,4,-0.08800000000000008,0.08800000000000008
1,NothingThe clerks were terribly awful and this is the worst hotel experience in my life They didnt accept my request to change the type of room despite I suggested to pay additional cost and there were enough numbers of rooms in that day I had to move to another hotel to stay more comfortably I did not receive any comments from the manager I will NEVER use this hotel again,1.088,1,-0.08800000000000008,0.08800000000000008
4,LocationMattress to hard,3.913,4,0.08700000000000019,0.08700000000000019
4,"Friendly staff, option of alternative breakfast in courtyardTemperature in room was quite high",4.086,4,-0.0860000000000003,0.0860000000000003
5,"Upon check in we were upgraded to a penthouse room, the room was gorgeous and had absolutely amazing viewsNothing",4.914,5,0.0860000000000003,0.0860000000000003
4,"we did not havei  did not have a fridge in the room , could be very helpful",3.915,4,0.08499999999999996,0.08499999999999996
5,"Superb location, grand design and an amazing character",4.917,5,0.08300000000000018,0.08300000000000018
4,Continental breakfast was very good Plenty of choices Staff were very pleasantOur room was tired threadbare patches in the carpet Needs a good spruce up,3.918,4,0.08199999999999985,0.08199999999999985
4,"Breakfast was good, the bed was comfortable, room and bathroom were clean, they kept our luggage in the luggage room when we arrived to the hotel before 2pm and they also kept our luggage the day we checkedout so we could do sightseeing without carrying our luggage and before taking the train back home both times free of chargeThe bathroom is too small, we queued for about 1015min before we were able to checkin, we booked two rooms and only one was ready when we went to do the checkin and this was at 3pm and in theory you can check in after 2pm Windows need more insulation",4.081,4,-0.0810000000000004,0.0810000000000004
4,"Nice location room was ok,",4.081,4,-0.0810000000000004,0.0810000000000004
5,"Great reception and welcome from staff, very friendly and helpful Lovely room, very comfortable and a real bonus to have air con that actually works Handy location and easy walk to tube and bus stop  Great stayNothing, everything exceeded expectations thank you",4.919,5,0.0810000000000004,0.0810000000000004
5,I love this hotel ,4.921,5,0.07899999999999974,0.07899999999999974
4,It was very close to Kings CrossIt hadnt been hoovered before our arrival as there was crumbs on the floor,3.924,4,0.07600000000000007,0.07600000000000007
5," Beautiful hotel
 Warm, friendly, helpful staff
 Perfectly situated in Londonnothing",4.924,5,0.07599999999999962,0.07599999999999962
4,"Clean room with tea and coffee facilities The hotel is close to Paddington station for easy travelRoom service only until 2145, very small bar area, no gym This hotel is not quite 5 stars",3.925,4,0.07500000000000018,0.07500000000000018
5,"This is a fab hotel, its my 3rd visit this year  Great location, friendly and polite staff who are very helpful  Rooms clean, breakfast plentifulNothing, everything was just great",4.926,5,0.07399999999999984,0.07399999999999984
4,"Comfortable and clean roomFaulty bedside light switch 
Included breakfast was only continental and you had to pay extra for hot food this wasnt made clear when booking",4.073,4,-0.0730000000000004,0.0730000000000004
